,函數,參數0,參數1,參數2,參數3,參數4,參數5,參數6,參數7,參數8,參數9,參數10,參數11,參數12
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c1-10,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""棒球場看台""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我們趕緊在人潮散去的座位區周圍四處搜尋，卻找不到裝有企劃書的紙袋。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""但是，我卻在原本輔仁的位置底下發現了一個信封。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""與此同時，毫無收穫的輔仁和政大已經吵了起來。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「政大，是不是被妳偷走了！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「沒有。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「肯定是妳，別裝傻！只有妳會做這種事，目的就是故意讓我背鍋！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「如果我搞丟企劃書，妳就能以能力不足為理由，把我排除在活動企劃之外了對吧！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「……這可是很嚴重的指控。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「或許也可能是妳在自導自演？想令我名聲受損。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「妳說什麼！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「總之，我只能說我沒有偷企劃書。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「倘若無論如何也要污衊我的話，就以實力來說服我吧。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「哈，正合我意！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""不妙，輔仁與政大的關係已經瀕臨破裂的邊緣，再讓她們打起來，舞會肯定也辦不成了。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""為了阻止兩人，我只能冒著生命危險再度介入。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「輔仁和政大，妳們都先冷靜下來！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「怎麼可能冷靜嘛！很明顯，肯定又是政大在暗中搞鬼……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「首先，政大是不可能把企劃書藏起來的。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「咦？」""",,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,旁白,"MEM[""名""]","""「因為弄丟了企劃書，不就無法進行場勘了嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「現在已經完成輔仁所選場地的場勘，要是企劃書不見，就等於被迫放棄政大那邊的場勘……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「也就代表不得不選擇輔仁的場地了吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「唔？啊！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「……正如""+MEM[""姓""]+""同學所說，我沒有偷企劃書的理由。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「那麼，會是輔仁自導自演嗎？這也不可能。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「如果輔仁把企劃書藏起來，就不必在這裡就大聲張揚……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「可以等我們到政大的場地那邊、要用到企劃書時再揭露。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「畢竟到那時候，企劃書早就被負責整理場地的清潔工處理掉了吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「確實有理。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「那、那究竟會是誰？難道是其他觀眾嗎？以為裡面有錢就……」""",,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c1-11""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c1-11,,,,,,,,,,,,,
0,旁白,,"""我拿出剛才拾獲的信封，上頭寫著「給大學聯合聖誕舞會籌備組」。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「這裡有個我從輔仁座位附近找到的信封。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「我想，或許是小偷故意留下來給我們的訊息。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「怎麼回事？難道是有人想要讓舞會無法舉辦，才故意偷走企劃書？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「果然，我察覺到的並非幻覺。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「政大有什麼發現嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「在開始場勘前，我就隱約感覺到似乎有人在暗處跟蹤我們。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「現在回想起來，或許就是偷走企劃書的人。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「這種事妳怎麼不早說！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「我們本來就很引人注目……說不定只是想過來搭訕的普通人，也可能是我弄錯了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「然而直到現在我才能確信，對方的目標正是我們的企劃書。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「無論如何，只有看這封信的內容，才能知道對方的企圖了吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""為了解開謎團，我拆開信封，拿出裡頭的信紙。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""信紙上寫著電腦列印出的數排文字。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「致大學聯合聖誕舞會籌備組──」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「想要拿回企劃書、避免舞會準備出狀況，就乖乖聽從我們的指示。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「首先立刻前往捷運站，你們會在服務中心得到下個提示。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「十五分鐘內沒到捷運站，企劃書就會被立即銷毀。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「聖誕怪盜　敬上」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「嗚嗚……真可惡，這個叫『聖誕怪盜』的，肯定就是偷走企劃書的犯人！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「看來，只能先照著對方的要求去做了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「那倒也未必。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「呃，怎麼說？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「其實早在出發之前，我就已經將企劃書的內容備份在平板電腦裡了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「……還真是……準備周全啊……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「政大，妳為何不早說？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「要是剛才就拿出來的話，我豈不是就有了竊走企劃書的理由？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""的確，畢竟政大如果手裡握有企劃書的備份，就不用擔心接下來場勘的問題。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「總之就算無視這封信，也不會對之後的場勘造成影響……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「如何？要照『聖誕怪盜』的命令去做，或者不予理會、繼續場勘？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「說的也是，那就別管他了吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「不行。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「我們還是得找出偷走企劃書的犯人。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「可是輔仁，再繼續追查下去也沒有意義吧？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「當然有。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「""+MEM[""暱稱""]+""你知道我的校訓是什麼嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""輔仁的……校訓？印象中似乎是……""",,,,,,,,,,,
0,選項,"""溫良恭儉讓""","""執行函數包""","""[['前往章節','a1-11-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','輔仁','好感度',0],['儲存選項記錄','q3']]""",,,,,,,,,,
0,選項,"""真善美聖""","""執行函數包""","""[['前往章節','a1-11-1'],['清空預建選項記錄'],['預建選項記錄','參數增加','輔仁','好感度',1],['儲存選項記錄','q3']]""",,,,,,,,,,
0,選項,"""正義必勝""","""執行函數包""","""[['前往章節','a1-11-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','輔仁','好感度',0],['儲存選項記錄','q3']]""",,,,,,,,,,
0,選項,"""禮義廉恥""","""執行函數包""","""[['前往章節','a1-11-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','輔仁','好感度',0],['儲存選項記錄','q3']]""",,,,,,,,,,
wait,"""choose""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a1-11-1,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「沒錯，就是『真善美聖』──」""",,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c1-12""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a1-11-2,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「不對！是『真善美聖』。」""",,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c1-12""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c1-12,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「其中的『真』，代表追求真理。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「會盯上我手裡的企劃書，而且還知道我們正在籌備聖誕舞會，全盤掌握我們的動向……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「表示這個『聖誕怪盜』很有可能是我們的熟人。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唔……有道理。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""平""","""線性""",0.75,568,,,1,"""「而且看起來『聖誕怪盜』的目的是讓聖誕舞會無法順利舉行，要是不照他的話做，肯定還會再來搞破壞的吧。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「與其等到問題發生了才來善後，還不如趁早解決問題的根源！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「這不是妥協，而是為了揪出『聖誕怪盜』的真實身份！你們別搞錯了喔！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「……瞭解了。那就暫時按照這封信的指示去做吧。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「嗯，希望能掌握到有關『聖誕怪盜』的線索。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c1-13""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c1-13,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""捷運站""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我們立即趕回捷運站，並從服務中心那裡取得一封指名要給我們的匿名信。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我拆開信封，內容寫著：""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「從前從前，有一座在汪洋中的小島。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「島上有很多山，還有個非常大的牢籠，裡頭住著一頭長相奇特的怪獸。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「那怪獸獅子般的身軀上頭，卻長出了鳥的腦袋。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""平""","""線性""",0.75,568,,,1,"""「這是……童話故事？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「不知道，看起來好像是。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「怪獸早就厭倦籠內的枯燥乏味生活，一心只想要離開。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「某一天，飛過小島的海鷗，落下了一張藏寶圖。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「上面寫著：想要寶物嗎？我把我的寶物都放在海的對岸那裡了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「你當這海Ｏ王喔！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「""+MEM[""姓""]+""同學，先別急著吐槽吧？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唔唔……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,旁白,,"""「怪獸看了非常高興，想要飛出牢籠、飛越大海去尋找寶物。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「無奈怪獸的身體實在是太過笨重，讓牠連離開地面都辦不到。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「於是怪獸的頭就和身體商量，想要讓頭跟身體分開，這樣頭部就可以輕鬆離開了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""好恐怖的故事！這根本不是童話故事吧！""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「身體很不樂意，說：要是你獨自飛走的話，我們就不是一隻完整的怪獸了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「但頭部仍然堅持要離開，於是兩邊就吵了起來。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「最後頭部趁著身體睡著時，悄悄地脫離身體，飛向大海的另一邊。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「至於留下來的軀體，則變成了四腳獸。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「每晚都鬱悶地在陰暗的廁所裡，發出啪啪啪的聲響……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""羞""","""線性""",0.75,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""羞""","""線性""",0.25,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「真是夠了這啥玩意啊！居然還出現了四腳獸？兒童不宜、兒童不宜！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""羞""","""線性""",0.25,568,,,1,"""「……""+MEM[""姓""]+""同學好色。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「大變態！主不允許存有這種淫邪的思想！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「關我啥事！這是信的內容，又不是我講的！我只是照著唸而已！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""信的最後一行，則註明：""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「你們會在接下來的目的地裡，找到失落寶物的下個線索。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「果然……這封信裡所寫的故事，就是某種提示。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""雖然我實在無法想像，四腳獸跟我們的企劃書有什麼關聯……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「看來似乎只有繼續前進，取得下一個線索了呢。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「嗯，我們走吧。」""",,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-0""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-0,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""捷運車廂""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""目標是找回被「聖誕怪盜」偷走的聖誕舞會企劃書。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我、輔仁和政大立即搭乘捷運，前往下個地點。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""政大所選的地點，剛好在市區的另一頭。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""漫長的捷運行進路途中，我們開始討論「聖誕怪盜」留下的謎題。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「這個故事裡，應該隱藏著某種線索。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「而且跟政大所選的場地有關……政大，妳選的場地在哪？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「是木柵動物園。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「木柵動物園？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""真是意料之外的地點。運用動物園的空地來辦活動嗎？""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「哼，政大附近想來想去，也只有那裡合適了吧。」""",,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""怒""",,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「畢竟是在旁邊全都是山的偏僻角落嘛，根本沒地方辦舞會！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「輔仁妳別再故意挑起戰端了好嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「這只不過是剛才的『回禮』。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「說到政大位於台北的哪個行政區劃，""+MEM[""暱稱""]+""能回答得出來嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唔嗯，是說哪個區嗎……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「是在山特別多的地區喔，山、特、別、多！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""政大的行政區所在地？應該是……""",,,,,,,,,,,
0,選項,"""信義區""","""執行函數包""","""[['前往章節','a2-0-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q4']]""",,,,,,,,,,
0,選項,"""大安區""","""執行函數包""","""[['前往章節','a2-0-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q4']]""",,,,,,,,,,
0,選項,"""南港區""","""執行函數包""","""[['前往章節','a2-0-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q4']]""",,,,,,,,,,
0,選項,"""文山區""","""執行函數包""","""[['前往章節','a2-0-1'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',1],['儲存選項記錄','q4']]""",,,,,,,,,,
wait,"""choose""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a2-0-1,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「沒錯，就是文山區。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「一想到山特別多的地區，當然就是文山區了！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「能不受挑釁式的提示影響而給予正確的答覆，真是太好了，""+MEM[""姓""]+""同學。」""",,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-1""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,
tag,a2-0-2,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「嘟嘟～～是文山區才對。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「看樣子政大太偏僻了，""+MEM[""暱稱""]+""不知道也是人之常情啦。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「……希望你能好好記住呢……」""",,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-1""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-1,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「好好好，到此為止。我們也該開始研究這封信了吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""於是，我們三人在捷運裡低聲討論信裡故事的內容。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""總覺得有點奇怪，信裡的故事乍看之下簡短又粗糙，但似乎又像是在暗示某些東西。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""尤其是這種有鳥頭又有獅子身體的怪獸，隱約有點印象……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「……我明白了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「明、明白什麼？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「這隻怪獸，應該跟我有關。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「""+MEM[""姓""]+""同學，你可知道我有個最具代表性的吉祥物？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「政大的……吉祥物？有這種東西嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「更準確的說法，應該是體育隊伍的吉祥物才對。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「先前我不是說過，我們也有棒球隊嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「政大棒球隊所使用的吉祥物，就是『那種生物』了。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""那種生物？聽起來應該是──""",,,,,,,,,,,
0,選項,"""獅鷲""","""執行函數包""","""[['前往章節','a2-1-1'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',1],['儲存選項記錄','q5']]""",,,,,,,,,,
0,選項,"""藪貓""","""執行函數包""","""[['前往章節','a2-1-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q5']]""",,,,,,,,,,
0,選項,"""石虎""","""執行函數包""","""[['前往章節','a2-1-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q5']]""",,,,,,,,,,
0,選項,"""小火龍""","""執行函數包""","""[['前往章節','a2-1-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q5']]""",,,,,,,,,,
wait,"""choose""",,,,,,,,,,,,,
